ICD_CODE,NAME
65153,"Quadruplet pregnancy with fetal loss and retention of one or more fetus(es), antepartum condition or complication"
6516,*Other multiple pregnancy with fetal loss and retention of one or more fetus(es)
65160,"Other multiple pregnancy with fetal loss and retention of one or more fetus(es), unspecified as to episode of care or not applicable"
65161,"Other multiple pregnancy with fetal loss and retention of one or more fetus(es), delivered, with or without mention of antepartum condition"
65163,"Other multiple pregnancy with fetal loss and retention of one or more fetus(es), antepartum condition or complication"
6518,*Other specified multiple gestation
65180,"Other specified multiple gestation,unspecified as to episode of care or not applicable"
65181,"Other specified multiple gestation,delivered, with or without mention of antepartum condition"
65183,"Other specified multiple gestation,antepartum condition or complication"
6519,*Unspecified multiple gestation
65190,"Unspecified multiple gestation,unspecified as to episode of care or not applicable"
65191,"Unspecified multiple gestation,delivered, with or without mention of antepartum condition"
65193,"Unspecified multiple gestation,antepartum condition or complication"
652,*Malposition and malpresentation of fetus
6520,*Unstable lie
65200,"Unstable lie, unspecified as to episode of care or not applicable"
65201,"Unsrable lie, delivered, with or without mention of antepartum condition"
65203,"Unstable lie, antepartum condition or complication"
6521,*Breech or other malpresentation successfully converted to cephalic presentation
65210,"Breech or other malpresentation successfully converted to cephalic presentation, unspecified as to episode of care or not applicable"
65211,"Breech or other malpresentation successfully converted to cephalic presentation, delivered, with or without mention of antepartum condition"
65213,"Breech or other malpresentation successfully converted to cephalic presentation, antepartum condition or complication"
6522,*Breech presentation without mention of version
65220,"Breech presentation without mention of version, unspecified as to episode of care or not applicable"
65221,"Breech presentation without mention of version, delivered,with or without mention of antepartum condition"
65223,"Breech presentation without mention of version, antepartum condition or complication"
6523,*Transverse or oblique presentation
65230,"Transverse or oblique presentation, unspecified as to episode of care or not applicable"
65231,"Transverse or oblique presentation, delivered, with or without mention of antepartum condition"
65233,"Transverse or oblique presentation, antepartum condition or complication"
6524,*Face or brow presentation
65240,"Face or brow presentation, unspecified as to episode of care or not applicable"
65241,"Face or brow presentation, delivered, with or without mention of antepartum condition"
65243,"Face or brow presentation, antepartum condition or complication"
6525,*High head at term
65250,"High head at term, unspecified as to episode of care or not applicable"
65251,"High head at term, delivered, with or without mention of antepartum condition"
65253,"High head at term, antepartum condition or complication"
6526,*Multiple gestation with malpresentation of one fetus or more
65260,"Multiple gestation with malpresentation of one fetus or more, unspecified as to episode of care or not applicable"
65261,"Multiple gestation with malpresentation of one fetus or more, delivered, with or without mention of antepartum condition"
65263,"Multiple gestation with malpresentation of one fetus or more, antepartum contition or complication"
6527,*Prolapsed arm
65270,"Prolapsed arm, unspecified as to episode of care or not applicable"
65271,"Prolapsed arm, delivered, with or without mention of antepartum condition"
65273,"Prolapsed arm, antepartum condition or complication"
6528,*Other specified malposition or malpresentation
65280,"Other specified malposition or malpresentation, unspecified as to episode of care or not applicable"
65281,"Other specified malposition or malpresentation, delivered, with or without mention of antepartum condition"
65283,"Other specified malposition or malpresentation, antepartum condition or complication"
6529,*Unspecified malposition or malpresentation
65290,"Unspecified malposition or malpresentation, unspecified as to episode of care or not applicable"
65291,"Unspecified malposition or malpresentation, delivered, with or without mention of antepartum condition"
65293,"Unspecified malposition or malpresentation, antepartum condition or complication"
653,*Disproportion
6530,"*Major abnormality of bony pelvis,not further specified"
65300,"Major abnormality of bony pelvis,not further specified, unspecified as to episode of care or not applicable"
65301,"Major abnormality of bony pelvis, not further specified, delivered, with or without mention of antepartum condition"
65303,"Major abnormality of bony pelvis,not further specified, antepartum condition or complication"
6531,*Generally contracted pelvis
65310,"Generally contracted pelvis, unspecified as to episode of care or not applicable"
65311,"Generally contracted pelvis, delivered,with or without mention of antepartum condition"
65313,"Generally contracted pelvis, antepartum condition or complication"
6532,*Inlet contraction of pelvis
65320,"Inlet contraction of pelvis, unspecified as to episode of care or not applicable"
65321,"Inlet contraction of pelvis, delivered, with or without mention of antepartum condition"
65323,"Inlet contraction of pelvis, antepartum condition or complication"
6533,*Outlet contraction of pelvis
65330,"Outlet contraction of pelvis, unspecified as to episode of care or not applicable"
65331,"Outlet contraction of pelvis, delivered, with or without mention of antepartum condition"
65333,"Outlet contraction of pelvis, antepartum condition or complication"
6534,*Fetopelvic disproportion
65340,"Fetopelvic disproportion, unspecified as to episode of care or not applicable"
65341,"Fetopelvic disproportion, delivered, with or without mention of antepartum condition"
65343,"Fetopelvic disproportion, antepartum condition or complication"
6535,*Unusually large fetus causing disproportion
65350,"Unusually large fetus causing disproportion, unspecified as to episode of care or not applicable"
65351,"Unusually large fetus causing disproportion, delivered, with or without mention of antepartum condition"
65353,"Unusually large fetus causing disproportion, antepartum condition or complication"
6536,*Hydrocephalic fetus causing disproportion
65360,"Hydrocephalic fetus causing disproportion, unspecified as to episode of care or not applicable"
65361,"Hydrocephalic fetus causing disproportion, delivered, with or without mention of antepartum condition"
65363,"Hydrocephalic fetus causing disproportion, antepartum condition or complication"
6537,*Other fetal abnormality causing disproportion
65370,"Other fetal abnormality causing disproportion, unspecified as to episode of care or not applicable"
65371,"Other fetal abnormality causing disproportion, delivered, with or without mention of antepartum condition"
65373,"Other fetus abnormality causing disproportion, antepartum condition or complication"
6538,*Disproportion of other origin
65380,"Disproportion of other origin, unspecified as to episode of care or not applicable"
65381,"Disproportion of other origin, delivered, with or without mention of antepartum condition"
65383,"Disproportion of other origin, antepartum condition or complication"
6539,*Unspecified disproportion
65390,"Unspecified disproportion, unspecified as to episode of care or not applicable"
65391,"Unspecified disproportion, delivered, with or without mention of antepartum condition"
65393,"Unspecified disproportion, antepartum condition or complication"
654,*Abnormality of organs and soft tissues of pelvis
6540,*Congenital abnormalities of uterus
65400,"Congenital abnormalities of uterus, unspecified as to episode of care or not applicable"
65401,"Congenital abnormalities of uterus, delivered, with or without mention of antepartum condition"
65402,"Congenital abnormalities of uterus, delivered, with mention of postpartum complication"
65403,"Congenital abnormalities of uterus, antepartum condition or complication"
65404,"Congenital abnormalities of uterus, postpartum condition or complication"
6541,*Tumors of body of uterus
65410,"Tumors of body of uterus, unspecified as to episode of care or not applicable"
65411,"Tumors of body of uterus, delivered, with or without mention of antepartum condition"
65412,"Tumors of body of uterus, delivered, with mention of postpartum complication"
65413,"Tumors of body of uterus, antepartum condition or complication"
65414,"Tumors of body of uterus, postpartum condition or complication"
6542,*Previous cesarean delivery NOS
65420,"Previous cesarean delivery NOS , unspecified as to episode of care or not applicable"
65421,"Previous cesarean delivery NOS, delivered,with or without mention of antepartum condition"
65423,"Previous cesarean delivery NOS, antepartum condition or complication"
6543,*Retroverted and incarcerated gravid uterus
65430,"Retroverted and incarcerated gravid uterus, unspecified as to episode of care or not applicable"
65431,"Retroverted and incarcerated gravid uterus, delivered, with or without mention of antepartum condition"
65432,"Retroverted and incarcerated gravid uterus, delivered, with mention of postpartum complication"
65433,"Retroverted and incarcerated gravid uterus, antepartum condition or complication"
65434,"Retroverted and incarcerated gravid uterus, postpartum condition or complication"
6544,*Other abnormalities in shape or position of gravid uterus and of neighboring structures
65440,"Other abnormalities in shape or position of gravid uterus and of neighboring structures, unspecified as to episode of care or not applicable"
65441,"Other abnormalities in shape or position of gravid uterus and of neighboring structures, delivered, with or without mention of antepartum condition"
65442,"Other abnormalities in shape or position of gravid uterus and of neighboring structures, delivered, with mention of postpartum complication"
65443,"Other abnormalities in shape or position of gravid uterus and of neighboring structures, antepartum condition or complication"
65444,"Other abnormalities in shape or position of gravid uterus and of neighboring structures, postpartum condition or complication"
6545,*Cervical incompetence
65450,
65451,"Cervical incompetence, delivered, with or without mention of antepartum condition"
65452,"Cervical incompetence, delivered, with mention of postpartum complication"
65453,"Cervical incompetence, antepartum condition or complication"
65454,"Cervical incompetence, postpartum condition or complication"
6546,*Other congenital or acquired abnormality of cervix
65460,"Other congenital or acquired abnormality of cervix, unspecified as to episode of care or not applicable"
65461,"Other congenital or acquired abnormality of cervix, delivered, with or without mention of antepartum condition"
65462,"Other congenital or acquired abnormality of cervix, delivered, with mention of postpartum complication"
65463,"Other congenital or acquired abnormality of cervix, antepartum condition or complication"
65464,"Other congenital or acquired abnormality of cervix, postpartum condition or complication"
6547,*Congenital or acquired abnormality of vagina
65470,"Congenital or acquired abnormality of vagina, unspecified as to episode of care or not applicable"
65471,"Congenital or acquired abnormality of vagina, delivered, with or without mention of antepartum condition"
65472,"Congenital or acquired abnormality of vagina, delivered, with mention of postpartum complication"
65473,"Congenital or acquired abnormality of vagina, antepartum condition or complication"
65474,"Congenital or acquired abnormality of vagina, postpartum condition orcomplication"
6548,*Congenital or acquired abnormality of vulva
65480,"Congenital or acquired abnormality of vulva, unspecified as to episode of care or not applicable"
65481,"Congenital or acquired abnormality of vulva, delivered, with or without mention of antepartum condition"
65482,"Congenital or acquired abnormality of vulva, delivered, with mention of postpartum complication"
65483,"Congenital or acquired abnormality of vulva, antepartum condition or complication"
65484,"Congenital or acquired abnormality of vulva, postpartum condition or complication"
6549,*Other and unspecified abnormality of organs and soft tissues of pelvis
65490,"Other and unspecified abnormality of organs and soft tissues of pelvis, unspecified as to episode of care or not applicable"
65491,"Other and unspecified abnormality of organs adn soft tissues of pelvis, delivered, with or without mention of antepartum condition"
65492,"Other and unspecified abnormality or organs and soft tissues of pelvis, delivered, with mention of postpartun complication"
65493,"Other and unspecified abnormality of organs and soft tissues of pelvis, antepartum condition or omplication"
65494,"Other and unspecified abnormality of organs and soft tissues of pelvis, postpartum condition or complication"
655,*Known or suspected fetal abnormality affecting management of mother
6550,"*Central nervous system malformation in fetus, affecting management of mother"
65500,"Central nervous system malformation in fetus, affecting management of mother, unspecified as to episode of care or not applicable"
65501,"Central nervous system malformation in fetus, affecting management of mother, delivered, with or without mention of antepartum condition"
65503,"Central nervous system malformation in fetus, affecting management of mother, antepartum condition or complication"
6551,"*Chromosomal abnormality in fetus, affecting management of mother"
65510,"Chromosomal abnormality in fetus, affecting management of mother, unspecified as to episode of care or not applicable"
65511,"Chromosomal abnormality in fetus, affecting management of mother, delivered, with or without mention of antepartum condition"
65513,"Chromosomal abnormality in fetus, affecting management of mother, antepartum condition or complication"
6552,"*Hereditary disease in family possible affecting fetus, affecting management of mother"
65520,"Hereditary disease in family possible affecting fetus, affecting management of mother, unspecified as to episode of care or not applicable"
65521,"Hereditary disease in family possibly affection fetus, affecting management of mother,delivered, with or without mention of antepartum condition"
65523,"Hereditary disease in family possibly affecting fetus, affecting management of mother, antepartum condition or complication"
6553,"*Suspected damage to fetus from viral disease in the mother, affecting management of mother"
65530,"Suspected damage to fetus from viral disease in the mother, affecting management of mother, unspecified as to episode of care or not applicable"
65531,"Suspected damage to fetus from viral disease in the mother, affecting management of mother, delivered,with or without mention of antepartum condition"
65533,"Suspected damage to fetus from viral disease in the mother, affecting management of mother, antepartum condition or complication"
6554,"*Suspected damage to fetus from other disease in the mother, affecting management of mother"
65540,"Suspected damage to fetus from other disease in the mother, affecting management of mother, unspecified as to episode of care or not applicable"
65541,"Suspected damage to fetus from other disease in the mother, affecting management of mother, delivered,with or without mention of antepartum condition"
65543,"Suspected damage to fetus from other disease in the mother, affecting management of mother, antepartum condition or complication"
6555,"*Suspected damage to fetus from drugs, affecting management of mother"
65550,"Suspected damage to fetus from drugs, affecting management of mother, unspecified as to episode of care or not applicable"
65551,"Suspected damage to fetus from drugs, affecting management of mother, delivered, with or without mention of antepartum condition"
65553,"Suspected damage to fetus frpm drugs, affecting management of mother, antepartum condition or complication"
6556,"*Suspected damage to fetus from radiation, affecting management of mother"
65560,"Suspected damage to fetus from radiation, affecting management of mother, unspecified as to episode of care or not applicable"
65561,"Suspected damage to fetus from radiation, affecting management of mother, delivered, with or without mention of antepartum condition"
65563,"Suspected damage to fetus frpm radiation, affecting management of mother, antepartum condition or complication"
6557,"*Decreased fetal movement, affecting management of mother"
65570,"Decreased fetal movement, affecting management of mother, unspecified as to episode of care or not applicable"
65571,"Decreased fetal movement, affecting management of mother, delivered, with or without mention of antepartum condition"
65573,"Decreased fetal movement, affecting management of mother, antepartum condition or complication"
6558,"*Other known or suspected fetal abnormality, not elsewhere classified, affecting management of mother"
65580,"Other known or suspected fetal abnormality, not elsewhere classified, affecting management of mother, unspecified as to episode of care or not applicable"
65581,"Other known or suspected fetal abnormality, not elsewhere classified, affecting management of mother, delivered, with or without mention of antepartum condition"
65583,"Other known or suspected fetal abnormality, not elsewhere classified, affecting management of mother, antepartum condition or complication"
6559,*Unspecified known or suspected fetal abnormality affecting management of mother
65590,"Unspecified known or suspected fetal abnormality affecting management of mother, unspecified as to episode of care or not applicable"
65591,"Unspecified known or suspected fetal abnormality affecting management of mother, delivered, with or without mention of antepartum condition"
65593,"Unspecified known or suspected fetal abnormality affecting management of mother, antepartum condition or complication"
656,*Other fetal and placental problems affecting management of mother
6560,*Fetal-maternal hemorrhage affecting management of mother
65600,"Fetal-maternal hemorrhage, affecting management of mother, unspecified as to episode of care or not applicable"
65601,"Fetal-maternal hemorrhage, affecting management of mother, delivered, with or without mention of antepartum condition"
65603,"Fetal-maternal hemorrhage, affecting management of mother, antepartum condition or complication"
6561,*Rhesus isoimmunization affecting management of mother
65610,"Rhesus isoimmunization, affecting management of mother, unspecified as to episode of care or not applicable"
65611,"Rhesus isoimmunization, affecting management of mother delivered, with or without mention of antepartum condition"
65613,"Rhesus isoimmunization, affecting management of mother, antepartum condition or complication"
6562,*Isoimmunization from other and unspecified blood-group incompatibility affecting management of mother
65620,"Isoimmunization from other and unspecified blood-group incompatibility, affecting management of mother ,unspecified as to episode of care or not applicable"
65621,"Isoimmunization from other and unspecified blood-group incompatibility, affecting management of mother delivered, with or without mention of antepartum condition"
65623,"Isoimmunization from other and unspecified blood-group incompatibility, affecting management of mother"
6563,*Fetal distress affecting management of mother
65630,"Fetal distress affecting management of mother, unspecified as to episode of care or not applicable"
65631,"Fetal distress affecting management of mother, delivered, with or without mention of antepartum condition"
65633,"Fetal distress affecting management of mother, antepartum condition or complication"
6564,*Intrauterine death affecting management of mother
65640,"Intrauterine death affecting management of mother, unspecified as to episode of care or not applicable"
65641,"Intrauterine death affecting management of mother, delivered, with or without mention of antepartum condition"
65643,"Intrauterine death affecting management of mother, antepartum condition or complication"
6565,*Poor fetal growth affecting management of mother
65650,"Poor fetal growth affecting management of mother, unspecified as to episode of care or not applicable"
65651,"Poor fetal growth affecting management of mother, delivered, with or without mention of antepartum condition"
65653,"Poor fetal growth affecting management of mother, antepartum condition or complication"
6566,*Excessive fetal growth affecting management of mother
65660,"Excessive fetal growth affecting management of mother, unspecified as to episode of care or not applicable"
65661,"Excessive fetal growth affecting management of mother, delivered, with or without mention of antepartum condition"
65663,"Excessive fetal growth affecting management of mother, antepartum condition or complication"
6567,*Other placental conditions affecting management of mother
65670,"Other placental conditions affecting management of mother, unspecified as to episode of care or not applicable"
65671,"Other placental conditions affecting management of mother, delivered, with or without mention of antepartum condition"
65673,"Other placental conditions affecting management of mother, antepartum condition or complication"
6568,*Other specified fetal and placental problems affecting management of mother
65680,"Other specified fetal and placental problems affecting management of mother, unspecified as to episode of care or not applicable"
65681,"Other specified fetal and placental problems affecting management of mother, delivered, with or without mention of antepartum condition"
65683,"Other specified fetal and placental problems affecting management of mother, antepartum condition or complication"
6569,*Unspecified fetal and placental problems affecting management of mother
65690,"Unspecified fetal and placental problems affecting management of mother, unspecified as to episode of care or not applicable"
65691,"Unspecified fetal and placental problems affecting management of mother, delivered, with or without mention of antepartum condition"
65693,"Unspecified fetal and placental problems affecting management of mother, antepartum condition or complication"
657,*Polyhydramnios
65700,"Polyhydramnios, unspecified as to episode of care or not applicable"
65701,"Polyhydramnios, delivered, with or without mention of antepartum condition"
65703,"Polyhydramnios, antepartum condition or complication"
658,*Other problems associated with amniotic cavity and membranes
6580,*Oligohydramnios
65800,"Oligohydramnios, unspecified as to episode of care or not applicable"
65801,"Oligohydramnios, delivered, with or without mention of antepartum condition"
65803,"Oligohydramnios, antepartum condition or complication"
6581,*Premature rupture of membranes
65810,"Premature rupture of membranes, unspecified as to episode of care or not applicable"
65811,"Premature rupture of membranes, delivered, with or without mention of antepartum condition"
65813,"Premature rupture of membranes, antepartum condition or complication"
6582,*Delayed delivery after spontaneous or unspecified rupture of membranes
65820,"Delayed delivery after spontaneous or unspecified rupture of membranes, unspecified as to episode of care or not applicable"
65821,"Delayed delivery after spontaneous or unspecified rupture of membranes, delivered, with or without mention of antepartum condition"
65823,"Delayed delivery after spontaneous or unspecified rupture of membranes, antepartum condition or complication"
6583,*Delayed delivery after artificial rupture of membranes
65830,"Delayed delivery after artificial rupture of membranes, unspecified as to episode of care or not applicable"
65831,"Delayed delivery after artificial rupture of membranes, delivered, with or without mention of antepartum condition"
65833,"Delayed delivery after artificial rupture of membranes, antepartum condition or complication"
6584,*Infection of amniotic cavity
65840,"Infection of amniotic cavity, unspecified as to episode of care or not applicable"
65841,"Infection of amniotic cavity, delivered, with or without mention of antepartum condition"
65843,"Infection of amniotic cavity, antepartum condition or complication"
6588,*Other problems associated with amniotic cavity and membranes
65880,"Other problems associated with amniotic cavity and membranes, unspecified as to episode of care or not applicable"
65881,"Other problems associated with amniotic cavity and membranes, delivered, with or without mention of antepartum condition"
65883,"Other problems associated with amniotic cavity and membranes, antepartum condition or complication"
6589,*Unspecified problems associated with amniotic cavity and membranes
65890,"Unspecified problems associated with amniotic cavity and membranes, unspecified as to episode of care or not applicable"
65891,"Unspecified problems associated with amniotic cavity and membranes, delivered, with or without mention of antepartum condition"
65893,"Unspecified problems associated with amniotic cavity and membranes, antepartum condition or complication"
659,"*Other indications for care or intervention related to labor and delivery, not elsewhere classified"
6590,*Failed mechanical induction
65900,"Failed mechanical induction, unspecified as to episode of care or not applicable"
65901,"Failed mechanical induction, delivered, with or without mention of antepartum condition"
65903,"Failed mechanical induction, antepartum condition or complication"
6591,*Failed medical or unspecified induction
65910,"Failed medical or unspecified induction, unspecified as to episode of care or not applicable"
65911,"Failed medical or unspecified induction, delivered, with or without mention of antepartum condition"
65913,"Failed medical or unspecified induction, antepartum condition or complication"
6592,"*Maternal pyrexia during labor, unspecified"
65920,"Maternal pyrexia during labor, unspecified, unspecified as to episode of care or not applicable"
65921,"Maternal pyrexia during labor, unspecified, delivered, with or without mention of antepartum condition"
65923,"Maternal pyrexia during labor, unspecified, antepartum condition or complication"
6593,*Generalized infection during labor
65930,"Generalized infection during labor, unspecified as to episode of care or not applicable"
65931,"Generalized infection during labor, delivered, with or without mention of antepartum condition"
65933,"Generalized infection during labor, antepartum condition or complication"
6594,*Grand multiparity
65940,"Grand multiparity,unspecified as to episode of care or not applicable"
65941,"Grand multiparity, delivered, with or without mention of antepartum condition"
65943,"Grand multiparity, antepartum condition or complication"
6595,*Elderly primigravida
65950,"Elderly primigravida, unspecified as to episode of care or not applicable"
65951,"Elderly primigravida, delivered, with or without mention of antepartum condition"
65953,"Elderly primigravida, antepartum condition or complication"
6596,*Elderly multigravida
65960,"Elderly multigravida, unspecified as to episode of care or not applicable"
65961,"Elderly multigravida, delivered, with or without mention of antepartum condition"
65963,"Elderly multigravida, antepartum condition or complication"
6597,*Abnormality in fetal heart rate or rhythm
65970,"Abnormality in fetal heart rate or rhythm, unspecified as to episode of care or not applicable"
65971,"Abnormality in fetal heart rate or rhythm, delivered, with or without mention of antepartum condition"
65973,"Abnormality in fetal heart rate or rhythm, antepartum condition or complication"
6598,*Other specified indications for care or intervention related to labor and delivery
65980,"Other specified indications for care or intervention related to labor and delivery, unspecified as to episode of care or not applicable"
65981,"Other specified indications for care or intervention related to labor and delivery, delivered, with or without mention of antepartum condition"
65983,"Other specified indications for care or intervention related to labor and delivery, antepartum condition or complication"
6599,*Unspecified indication for care or intervention related to labor and delivery
65990,"Unspecified indication for care or intervention related to labor and delivery, unspecified as to episode of care or not applicable"
65991,"Unspecified indication for care or intervention related to labor and delivery, delivered, with or without mention of antepartum condition"
65993,"Unspecified indication for care or intervention related to labor and delivery, antepartum condition or complication"
660,*Obstructed labor
6600,*Obstruction caused by malposition of fetus at onset of labor
66000,"Obstruction caused by malposition of fetus at onset of labor, unspecified as to episode of care or not applicable"
66001,"Obstruction caused by malposition of fetus at onset of labor, drlivered, with or without mention of antepartum condition"
66003,"Obstruction caused by malposition of fetus at onset of labor, antepartum condition or complication"
6601,*Obstruction by bony pelvis
66010,"Obstruction by bony pelvis, unspecified as to episode of care or not applicable"
66011,"Obstruction by bony pelvis, delivered, with or without mention of antepartum condition"
66013,"Obstruction by bony pelvis, antepartum condition or complication"
6602,*Obstruction by abnormal pelvic soft tissues
66020,"Obstruction by abnormal pelvic soft tissues, unspecified as to episode of care or not applicable"
66021,"Obstruction by abnormal pelvic soft tissues, delivered, with or without mention of antepartum condition"
66023,"Obstruction by abnormal pelvic soft tissues, antepartum condition or complication"
6603,*Deep transverse arrest and persistent occipitoposterior position
66030,"Deep transverse arrest and persistent occipitoposterior position, unspecified as to episode of care or not applicable"
66031,"Deep transverse arrest and persistent occipitoposterior position, delivered, with or without mention of antepartum condition"
66033,"Deep transverse arrest and persistent occipitoposterior position, antepartum condition or complication"
6604,*Shoulder (girdle) dystocia
66040,"Shoulder (girdle) dystocia, unspecified as to episode of care or not applicable"
66041,"Shoulder (girdle) dystocia, delivered, with or without mention of antepartum condition"
66043,"Shoulder (girdle) dystocia, antepartum condition or complication"
6605,*Locked twins
66050,"Locked twins, unspecified as to episode of care or not applicable"
66051,"Locked twins, delivered, with or without mention of antepartum condition"
66053,"Locked twins, antepartum condition or complication"
6606,"*Failed trail of labor, unspecified"
66060,"Failed trail of labor, unspecified, unspecified as to episode of care or not applicable"
66061,"Failed trail of labor, unspecified, delivered, with or without mention of antepartum condition"
66063,"Failed trial of labor, unspecified, antepartum condition or complication"
6607,"*Failed forceps or vacuum extractor, unspecified"
66070,"Failed forceps or vacuum extractor, unspecified, unspecified as to episode of care or not applicable"
66071,"Failed forceps or vacuum extractor, unspecified, delivered, with or without mention of antepartum condition"
66073,"Failed forceps or vacuum extractor, unspecified, antepartum condition or complication"
6608,*Other causes of obstructed labor
66080,"Other causes of obstructed labor, unspecified as to episode of care or not applicable"
66081,"Other causes of obstructed labor, delivered, with or without mention of antepartum condition"
66083,"Other causes of obstructed labor, antepartum condition or complication"
6609,*Unspecified obstructed labor
66090,"Unspecified obstructed labor, unspecified as to episode of care or not applicable"
66091,"Unspecified obstructed labor, delivered, with or without mention of antepartum condition"
66093,"Unspecified obstructed labor, antepartum condition or complication"
661,*Abnormality of forces of labor
6610,*Primary uterine inertia
66100,"Primary uterine inertia, unspecified as to episode of care or not applicable"
66101,"Primary uterine inertia, delivered, with or without mention of antepartum condition"
66103,"Primary uterine inertia, antepartum condition or complication"
6611,*Secondary uterine inertia
66110,"Secondary uterine inertia, unspecified as to episode of care or not applicable"
66111,"Secondary uterine inertia, delivered, with or without mention of antepartum condition"
66113,"Secondary uterine inertia, antepartum condition or complication"
6612,*Other and unspecified uterine inertia
66120,"Other and unspecified uterine inertia, unspecified as to episode of care or not applicable"
66121,"Other and unspecified uterine inertia, delivered, with or without mention of antepartum condition"
66123,"Other and unspecified uterine inertia, antepartum condition or complication"
6613,*Precipitate labor
66130,"Precipitate labor, unspecified as to episode of care or not applicable"
66131,"Precipitate labor, delivered, with or without mention of antepartum condition"
66133,"Precipitate labor, antepartum condition or complication"
6614,"*Hypertonic,incoordinate,or prolonged uterine contractions"
66140,"Hypertonic, incoordinate, or prolonged uterine contractions, unspecified as to episode of care or not applicable"
66141,"Hypertonic, incoordinate, or prolonged uterine contractions, delivered, with or without mention of antepartum condition"
66143,"Hypertonic, incoordinate, or prolonged uterine contractions, antepartum condition or complication"
6619,*Unspecified abnormality of labor
66190,"Unspecified abnormality of labor, unspecified as to episode of care or not applicable"
66191,"Unspecified abnormality of labor, delivered, with or without mention of antepartum condition"
66193,"Unspecified abnormality of labor, antepartum condition or complication"
662,*Long labor
6620,*Prolonged first stage
66200,"Prolonged first stage, unspecified as to episode of care or not applicable"
66201,"Prolonged first stage, delivered, with or without mention of antepartum condition"
66203,"Prolonged first stage, antepartum condition or complication"
6621,"*Prolonged labor, unspecified"
66210,"Prolonged labor, unspecified, unspecified as to episode of care or not applicable"
66211,"Prolonged labor, unspecified, delivered, with or without mention of antepartum condition"
66213,"Prolonged labor, unspecified, antepartum condition or complication"
6622,*Prolonged second stage
66220,"Prolonged second stage, unspecified as to episode of care or not applicable"
66221,"Prolonged second stage, delivered, with or without mention of antepartum condition"
66223,"Prolonged second stage, antepartum condition or complication"
6623,"*Delayed delivery of second twin, triplet, etc"
66230,"Delayed delivery of second twin, triplet, etc, unspecified as to episode of care or not applicable"
66231,"Delayed delivery of second twin, triplet, etc, delivered, with or without mention of antepartum condition"
66233,"Delayed delivery of second twin, triplet, etc, antepartum condition or complication"
663,*Umbilical cord complications
6630,*Prolapse of cord
66300,"Prolapse of cord, unspecified as to episode of care or not applicable"
66301,"Prolapse of cord, delivered, with or without mention of antepartum condition"
66303,"Prolapse of cord, antepartum condition or complication"
6631,"*Cord around neck, with compression"
66310,"Cord around neck, with compression, unspecified as to episode of care or not applicable"
66311,"Cord around neck, with compression, delivered, with or without mention of antepartum condition"
66313,"Cord around neck, with compression, antepartum condition or complication"
6632,"*Other and unspecified cord entanglement, with compression"
66320,"Other and unspecified cord entanglement, with compression, unspecified as to episode of care or not applicable"
66321,"Other and unspecified cord entanglement, with compression, delivered, with or without mention of antepartum condition"
66323,"Other and unspecified cord entanglement, with compression, antepartum condition or complication"
6633,"*Other and unspecified cord entanglement, without mention of compression"
66330,"Other and unspecified cord entanglement, without mention of compression, unspecified as to episode of care or not applicable"
66331,"Other and unspecified cord entanglement, without mention of compression, delivered, with or without mention of antepartum condition"
66333,"Other and unspecified cord entanglement, without mention of compression, antepartum condition or complication"
6634,*Short cord
66340,"Short cord, unspecified as to episode of care or not applicable"
66341,"Short cord, delivered, with or without mention of antepartum condition"
66343,"Short cord, antepartum condition or complication"
6635,*Vasa previa
66350,"Vasa previa, unspecified as to episode of care or not applicable"
66351,"Vasa previa, delivered, with or without mention of antepartum condition"
66353,"Vasa previa, antepartum condition or complication"
6636,*Vascular lesions of cord
66360,"Vascular lesions of cord, unspecified as to episode of care or not applicable"
66361,"Vascular lesions of cord, delivered, with or without mention of antepartum condition"
66363,"Vascular lesions of cord, antepartum condition or complication"
6638,*Other umbilical cord complications
66380,"Other umbilical cord complications, unspecified as to episode of care or not applicable"
66381,"Other umbilical cord complications, delivered, with or without mention of antepartum condition"
66383,"Other umbilical cord complications, antepartum condition or complication"
6639,*Unspecified umbilical cord complication
66390,"Unspecified umbilical cord complication, unspecified as to episode of care or not applicable"
66391,"Unspecified umbilical cord complication, delivered, with or without mention of antepartum condition"
66393,"Unspecified umbilical cord complication, antepartum condition or complication"
664,*Trauma to perineum and vulva during delivery
6640,*First-degree perineal laceration
66400,"First-degree perineal laceration, unspecified as to episode of care or not applicable"
66401,"First-degree perineal laceration, delivered, with or without mention of antepartum condition"
66404,"First-degree perineal laceration, postpartum condition or complication"
6641,*Second-degree perineal laceration
66410,"Second-degree perineal laceration, unspecified as to episode of care or not applicable"
66411,"Second-degree perineal laceration, delivered, with or without mention of antepartum condition"
66414,"Second-degree perineal laceration, postpartum condition or complication"
6642,*Third-degree perineal laceration
66420,"Third-degree perineal laceration, unspecified as to episode of care or not applicable"
66421,"Third-degree perineal laceration, delivered, with or without mention of antepartum condition"
66424,"Third-degree perineal laceration, postpartum condition or complication"
6643,*Fourth-degree perineal laceration
66430,"Fourth-degree perineal laceration, unspecified as to episode of care or not applicable"
66431,"Fourth-degree perineal laceration, delivered, with or without mention of antepartum condition"
66434,"Fourth-degree perineal laceration, postpartum condition or complication"
6644,*Unspecified perineal laceration
66440,"Unspecified perineal laceration, unspecified as to episode of care or not applicable"
66441,"Unspecified perineal laceration, delivered,with or without mention of antepartum condition"
